calendar_date,date_source,video_id,video_url,title,transcript_path,channel,slug,asset,direction,size_hint,weight_delta_pct,when_relative,confidence
2026-01-29,portfolio,O8zC-pjhIME,https://www.youtube.com/watch?v=O8zC-pjhIME,I Can't Believe This,youtube/transcripts-top/crypto-currently/2026-01-29-i-can-t-believe-this.md,crypto-currently,crypto-currently,SOL,ROTATE_TO,,,Monday morning,0.9
,,OEqpc9e25S8,https://www.youtube.com/watch?v=OEqpc9e25S8,This Cycle IS Different,youtube/transcripts-top/crypto-currently/undated-this-cycle-is-different-OEqpc9e25S8.md,crypto-currently,crypto-currently,BTC,SELL,,-20.0,,0.7
,,OGwyxMc1wuA,https://www.youtube.com/watch?v=OGwyxMc1wuA,This Can't Be Ignored,youtube/transcripts-top/crypto-currently/undated-this-can-t-be-ignored-OGwyxMc1wuA.md,crypto-currently,crypto-currently,BTC,SELL,small,-10.0,,0.9
,,OWNuj-ZzzPI,https://www.youtube.com/watch?v=OWNuj-ZzzPI,It's Finally Time,youtube/transcripts-top/crypto-currently/undated-it-s-finally-time.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.5
,,OWNuj-ZzzPI,https://www.youtube.com/watch?v=OWNuj-ZzzPI,It's Finally Time,youtube/transcripts-top/crypto-currently/undated-it-s-finally-time.md,crypto-currently,crypto-currently,ETH,BUY,,,,0.5
,,OWNuj-ZzzPI,https://www.youtube.com/watch?v=OWNuj-ZzzPI,It's Finally Time,youtube/transcripts-top/crypto-currently/undated-it-s-finally-time.md,crypto-currently,crypto-currently,SOL,BUY,,,,0.5
2025-12-21,portfolio,OYZzS7QBOc0,https://www.youtube.com/watch?v=OYZzS7QBOc0,It's Almost There,youtube/transcripts-top/crypto-currently/2025-12-21-it-s-almost-there.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.9
,,OZ0sDwwe6T8,https://www.youtube.com/watch?v=OZ0sDwwe6T8,What Will Bitcoin Do Next?,youtube/transcripts-top/crypto-currently/undated-what-will-bitcoin-do-next.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.9
,,OZ0sDwwe6T8,https://www.youtube.com/watch?v=OZ0sDwwe6T8,What Will Bitcoin Do Next?,youtube/transcripts-top/crypto-currently/undated-what-will-bitcoin-do-next.md,crypto-currently,crypto-currently,ETH,BUY,,,,0.9
,,OnwfZetDX_g,https://www.youtube.com/watch?v=OnwfZetDX_g,The Last Pullback,youtube/transcripts-top/crypto-currently/undated-the-last-pullback.md,crypto-currently,crypto-currently,BTC,SELL,,-20.0,,0.7
,,PJupwIIz4Sw,https://www.youtube.com/watch?v=PJupwIIz4Sw,The Final Countdown,youtube/transcripts-top/crypto-currently/undated-the-final-countdown.md,crypto-currently,crypto-currently,SOL,ROTATE_TO,,,,0.7
,,PJupwIIz4Sw,https://www.youtube.com/watch?v=PJupwIIz4Sw,The Final Countdown,youtube/transcripts-top/crypto-currently/undated-the-final-countdown.md,crypto-currently,crypto-currently,ETH,ROTATE_FROM,,,,0.7
,,PhBk0vpI5xk,https://www.youtube.com/watch?v=PhBk0vpI5xk,Get Ready,youtube/transcripts-top/crypto-currently/undated-get-ready.md,crypto-currently,crypto-currently,BTC,BUY,small,,Monday's free weekly report,0.9
,,PhBk0vpI5xk,https://www.youtube.com/watch?v=PhBk0vpI5xk,Get Ready,youtube/transcripts-top/crypto-currently/undated-get-ready.md,crypto-currently,crypto-currently,ETH,BUY,small,,Monday's free weekly report,0.9
,,QTEYmYEfUNs,https://www.youtube.com/watch?v=QTEYmYEfUNs,Has Bitcoin Bottomed?,youtube/transcripts-top/crypto-currently/undated-has-bitcoin-bottomed.md,crypto-currently,crypto-currently,BTC,BUY,small,,if we go to low 50s,0.7
,,QTEYmYEfUNs,https://www.youtube.com/watch?v=QTEYmYEfUNs,Has Bitcoin Bottomed?,youtube/transcripts-top/crypto-currently/undated-has-bitcoin-bottomed.md,crypto-currently,crypto-currently,BTC,SELL,,-20.0,if we end up not revisiting those levels and this ends up being the bottom,0.7
,,QU6kmXaTJyI,https://www.youtube.com/watch?v=QU6kmXaTJyI,Bitcoin Breakout CONFIRMED,youtube/transcripts-top/crypto-currently/undated-bitcoin-breakout-confirmed.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
,,RVztLCRjOUI,https://www.youtube.com/watch?v=RVztLCRjOUI,It's Beautiful,youtube/transcripts-top/crypto-currently/undated-it-s-beautiful.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
2025-09-18,portfolio,SdpG7ZOvyZA,https://www.youtube.com/watch?v=SdpG7ZOvyZA,It Finally Happened,youtube/transcripts-top/crypto-currently/undated-it-finally-happened.md,crypto-currently,crypto-currently,SOL,BUY,,,,0.9
,,T6I9rOFvNPw,https://www.youtube.com/watch?v=T6I9rOFvNPw,Has Bitcoin Topped?,youtube/transcripts-top/crypto-currently/undated-has-bitcoin-topped.md,crypto-currently,crypto-currently,SOL,ROTATE_FROM,,,,0.5
,,T6I9rOFvNPw,https://www.youtube.com/watch?v=T6I9rOFvNPw,Has Bitcoin Topped?,youtube/transcripts-top/crypto-currently/undated-has-bitcoin-topped.md,crypto-currently,crypto-currently,AVAX,ROTATE_FROM,,,,0.5
2025-10-16,portfolio,TSg8uP7m00E,https://www.youtube.com/watch?v=TSg8uP7m00E,Are You Ready?,youtube/transcripts-top/crypto-currently/undated-are-you-ready.md,crypto-currently,crypto-currently,BTC,BUY,small,,Monday morning,0.9
2025-10-16,portfolio,TSg8uP7m00E,https://www.youtube.com/watch?v=TSg8uP7m00E,Are You Ready?,youtube/transcripts-top/crypto-currently/undated-are-you-ready.md,crypto-currently,crypto-currently,ETH,BUY,small,,Monday morning,0.9
2025-10-16,portfolio,TSg8uP7m00E,https://www.youtube.com/watch?v=TSg8uP7m00E,Are You Ready?,youtube/transcripts-top/crypto-currently/undated-are-you-ready.md,crypto-currently,crypto-currently,SOL,BUY,small,,Monday morning,0.9
,,TnUxIcHArIQ,https://www.youtube.com/watch?v=TnUxIcHArIQ,Right On Time,youtube/transcripts-top/crypto-currently/undated-right-on-time.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.9
,,UahIe6gs86I,https://www.youtube.com/watch?v=UahIe6gs86I,It Finally Happened,youtube/transcripts-top/crypto-currently/undated-it-finally-happened-UahIe6gs86I.md,crypto-currently,crypto-currently,BTC,SELL,small,-20.0,,0.8
,,UahIe6gs86I,https://www.youtube.com/watch?v=UahIe6gs86I,It Finally Happened,youtube/transcripts-top/crypto-currently/undated-it-finally-happened-UahIe6gs86I.md,crypto-currently,crypto-currently,USD,BUY,small,,,0.7
,,Um6fOM_4wJ4,https://www.youtube.com/watch?v=Um6fOM_4wJ4,Don't Get Fooled,youtube/transcripts-top/crypto-currently/undated-don-t-get-fooled-Um6fOM_4wJ4.md,crypto-currently,crypto-currently,ETH,ROTATE_TO,,,,0.9
,,Um6fOM_4wJ4,https://www.youtube.com/watch?v=Um6fOM_4wJ4,Don't Get Fooled,youtube/transcripts-top/crypto-currently/undated-don-t-get-fooled-Um6fOM_4wJ4.md,crypto-currently,crypto-currently,SOL,ROTATE_TO,,,,0.9
,,Unjy3zEyriE,https://www.youtube.com/watch?v=Unjy3zEyriE,They Just Keep Selling,youtube/transcripts-top/crypto-currently/undated-they-just-keep-selling.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
,,Unjy3zEyriE,https://www.youtube.com/watch?v=Unjy3zEyriE,They Just Keep Selling,youtube/transcripts-top/crypto-currently/undated-they-just-keep-selling.md,crypto-currently,crypto-currently,ETH,BUY,,,,0.5
,,Uxn9GVtaEo0,https://www.youtube.com/watch?v=Uxn9GVtaEo0,Bitcoin Will SHOCK Everyone,youtube/transcripts-top/crypto-currently/undated-bitcoin-will-shock-everyone.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
,,V-9NM-qnYe4,https://www.youtube.com/watch?v=V-9NM-qnYe4,Keep it Simple,youtube/transcripts-top/crypto-currently/undated-keep-it-simple.md,crypto-currently,crypto-currently,SOL,BUY,,,,0.5
,,V8QrBERPBKA,https://www.youtube.com/watch?v=V8QrBERPBKA,The Endgame,youtube/transcripts-top/crypto-currently/undated-the-endgame-V8QrBERPBKA.md,crypto-currently,crypto-currently,BTC,SELL,,-20.0,Monday's upcoming free weekly report,0.7
,,VT-2-srlzhY,https://www.youtube.com/watch?v=VT-2-srlzhY,This Cycle IS Different,youtube/transcripts-top/crypto-currently/undated-this-cycle-is-different.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
,,WysZpfBUZfw,https://www.youtube.com/watch?v=WysZpfBUZfw,It's So Close,youtube/transcripts-top/crypto-currently/undated-it-s-so-close.md,crypto-currently,crypto-currently,BTC,ROTATE_TO,,,,0.8
,,WysZpfBUZfw,https://www.youtube.com/watch?v=WysZpfBUZfw,It's So Close,youtube/transcripts-top/crypto-currently/undated-it-s-so-close.md,crypto-currently,crypto-currently,ETH,ROTATE_FROM,,,,0.8
2025-12-21,portfolio,X5VBwjMhB6A,https://www.youtube.com/watch?v=X5VBwjMhB6A,Don't Mess This Up,youtube/transcripts-top/crypto-currently/2025-12-21-don-t-mess-this-up.md,crypto-currently,crypto-currently,BTC,SELL,trim,-30.0,Monday morning,1.0
2025-12-21,portfolio,X5VBwjMhB6A,https://www.youtube.com/watch?v=X5VBwjMhB6A,Don't Mess This Up,youtube/transcripts-top/crypto-currently/2025-12-21-don-t-mess-this-up.md,crypto-currently,crypto-currently,ETH,SELL,trim,-30.0,Monday morning,1.0
2025-12-21,portfolio,X5VBwjMhB6A,https://www.youtube.com/watch?v=X5VBwjMhB6A,Don't Mess This Up,youtube/transcripts-top/crypto-currently/2025-12-21-don-t-mess-this-up.md,crypto-currently,crypto-currently,SOL,SELL,trim,-30.0,Monday morning,1.0
2026-04-15,portfolio,XJanourvjpI,https://www.youtube.com/watch?v=XJanourvjpI,It's Looking Good,youtube/transcripts-top/crypto-currently/undated-it-s-looking-good.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.9
2026-04-15,portfolio,XJanourvjpI,https://www.youtube.com/watch?v=XJanourvjpI,It's Looking Good,youtube/transcripts-top/crypto-currently/undated-it-s-looking-good.md,crypto-currently,crypto-currently,MSTR,BUY,,,,0.7
,,XMU58PCu1x4,https://www.youtube.com/watch?v=XMU58PCu1x4,The Moment of Truth,youtube/transcripts-top/crypto-currently/undated-the-moment-of-truth-XMU58PCu1x4.md,crypto-currently,crypto-currently,ETH,SELL,trim,-15.0,,0.7
,,XMU58PCu1x4,https://www.youtube.com/watch?v=XMU58PCu1x4,The Moment of Truth,youtube/transcripts-top/crypto-currently/undated-the-moment-of-truth-XMU58PCu1x4.md,crypto-currently,crypto-currently,SOL,BUY,trim,10.0,,0.7
2026-01-20,portfolio,XNcqNO4kzys,https://www.youtube.com/watch?v=XNcqNO4kzys,It's Decision Time,youtube/transcripts-top/crypto-currently/2026-01-20-it-s-decision-time.md,crypto-currently,crypto-currently,BTC,BUY,,-10.0,,0.7
2026-01-20,portfolio,XNcqNO4kzys,https://www.youtube.com/watch?v=XNcqNO4kzys,It's Decision Time,youtube/transcripts-top/crypto-currently/2026-01-20-it-s-decision-time.md,crypto-currently,crypto-currently,BTC,SELL,,10.0,,0.7
,,XkBLZDV6Mys,https://www.youtube.com/watch?v=XkBLZDV6Mys,Are You Ready?,youtube/transcripts-top/crypto-currently/undated-are-you-ready-XkBLZDV6Mys.md,crypto-currently,crypto-currently,BTC,SELL,,-30.0,,0.7
,,XkBLZDV6Mys,https://www.youtube.com/watch?v=XkBLZDV6Mys,Are You Ready?,youtube/transcripts-top/crypto-currently/undated-are-you-ready-XkBLZDV6Mys.md,crypto-currently,crypto-currently,ETH,BUY,,30.0,,0.9
2025-09-13,portfolio,Xw1jJaZYkOQ,https://www.youtube.com/watch?v=Xw1jJaZYkOQ,Don't Mess This Up,youtube/transcripts-top/crypto-currently/undated-don-t-mess-this-up.md,crypto-currently,crypto-currently,BTC,SELL,trim,-10.0,,0.7
,,XzJBusJXKQ4,https://www.youtube.com/watch?v=XzJBusJXKQ4,Bitcoin Has Never Done This Before,youtube/transcripts-top/crypto-currently/undated-bitcoin-has-never-done-this-before.md,crypto-currently,crypto-currently,BTC,SELL,,-50.0,,0.9
,,XzJBusJXKQ4,https://www.youtube.com/watch?v=XzJBusJXKQ4,Bitcoin Has Never Done This Before,youtube/transcripts-top/crypto-currently/undated-bitcoin-has-never-done-this-before.md,crypto-currently,crypto-currently,OTHER:ALTCOINS,BUY,,50.0,,0.9
,,YDXTK3EC4Ak,https://www.youtube.com/watch?v=YDXTK3EC4Ak,Don't Mess This Up,youtube/transcripts-top/crypto-currently/undated-don-t-mess-this-up-YDXTK3EC4Ak.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.5
,,YDXTK3EC4Ak,https://www.youtube.com/watch?v=YDXTK3EC4Ak,Don't Mess This Up,youtube/transcripts-top/crypto-currently/undated-don-t-mess-this-up-YDXTK3EC4Ak.md,crypto-currently,crypto-currently,ETH,BUY,,,,0.5
,,_6Ebv_jkE00,https://www.youtube.com/watch?v=_6Ebv_jkE00,Nothing Has Changed,youtube/transcripts-top/crypto-currently/undated-nothing-has-changed.md,crypto-currently,crypto-currently,BTC,SELL,,,,0.9
,,_ToSDu2Rrqc,https://www.youtube.com/watch?v=_ToSDu2Rrqc,The Inflection Point,youtube/transcripts-top/crypto-currently/undated-the-inflection-point.md,crypto-currently,crypto-currently,BTC,SELL,small,,past 2 weeks,0.9
,,_ToSDu2Rrqc,https://www.youtube.com/watch?v=_ToSDu2Rrqc,The Inflection Point,youtube/transcripts-top/crypto-currently/undated-the-inflection-point.md,crypto-currently,crypto-currently,USD,BUY,small,,past 2 weeks,0.9
,,_afCZm2vI94,https://www.youtube.com/watch?v=_afCZm2vI94,It Finally Happened,youtube/transcripts-top/crypto-currently/undated-it-finally-happened-_afCZm2vI94.md,crypto-currently,crypto-currently,BTC,SELL,,-20.0,,0.5
,,_afCZm2vI94,https://www.youtube.com/watch?v=_afCZm2vI94,It Finally Happened,youtube/transcripts-top/crypto-currently/undated-it-finally-happened-_afCZm2vI94.md,crypto-currently,crypto-currently,ETH,SELL,,-30.0,,0.5
2026-02-04,portfolio,_fWKZYs__NY,https://www.youtube.com/watch?v=_fWKZYs__NY,I'm Buying,youtube/transcripts-top/crypto-currently/2026-02-04-i-m-buying.md,crypto-currently,crypto-currently,BTC,BUY,small,,Monday morning,0.9
,,aM2Xa1DA5vA,https://www.youtube.com/watch?v=aM2Xa1DA5vA,My Biggest Bitcoin Mistake,youtube/transcripts-top/crypto-currently/undated-my-biggest-bitcoin-mistake.md,crypto-currently,crypto-currently,BTC,BUY,,,above previous all-time high,0.9
,,aM2Xa1DA5vA,https://www.youtube.com/watch?v=aM2Xa1DA5vA,My Biggest Bitcoin Mistake,youtube/transcripts-top/crypto-currently/undated-my-biggest-bitcoin-mistake.md,crypto-currently,crypto-currently,SOL,BUY,,,above previous all-time high,0.9
2025-11-21,portfolio,bNNM3swr8e8,https://www.youtube.com/watch?v=bNNM3swr8e8,I Can't Believe It,youtube/transcripts-top/crypto-currently/2025-11-21-i-can-t-believe-it.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
,,bamkcsRrebI,https://www.youtube.com/watch?v=bamkcsRrebI,Don't Mess This Up,youtube/transcripts-top/crypto-currently/undated-don-t-mess-this-up-bamkcsRrebI.md,crypto-currently,crypto-currently,BTC,SELL,,-20.0,,0.7
2026-01-22,portfolio,cA0U8O7lgLw,https://www.youtube.com/watch?v=cA0U8O7lgLw,It's So Close,youtube/transcripts-top/crypto-currently/2026-01-22-it-s-so-close.md,crypto-currently,crypto-currently,OTHER:ETH|SOL|ADA|AVAX|LINK|DOGE|XRP|MSTR,SELL,,-50.0,,0.9
,,cKggwTN7dhw,https://www.youtube.com/watch?v=cKggwTN7dhw,It's Finally Here,youtube/transcripts-top/crypto-currently/undated-it-s-finally-here.md,crypto-currently,crypto-currently,BTC,SELL,trim,-10.0,,0.8
,,cKggwTN7dhw,https://www.youtube.com/watch?v=cKggwTN7dhw,It's Finally Here,youtube/transcripts-top/crypto-currently/undated-it-s-finally-here.md,crypto-currently,crypto-currently,ETH,BUY,,10.0,,0.8
,,cKggwTN7dhw,https://www.youtube.com/watch?v=cKggwTN7dhw,It's Finally Here,youtube/transcripts-top/crypto-currently/undated-it-s-finally-here.md,crypto-currently,crypto-currently,SOL,BUY,,5.0,,0.6
2026-05-06,portfolio,cWxt74ARhWo,https://www.youtube.com/watch?v=cWxt74ARhWo,I Can't Believe This,youtube/transcripts-top/crypto-currently/undated-i-can-t-believe-this.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.9
2026-05-06,portfolio,cWxt74ARhWo,https://www.youtube.com/watch?v=cWxt74ARhWo,I Can't Believe This,youtube/transcripts-top/crypto-currently/undated-i-can-t-believe-this.md,crypto-currently,crypto-currently,MSTR,SELL,,-20.0,,0.7
,,chA68pD8l-w,https://www.youtube.com/watch?v=chA68pD8l-w,The Moment of Truth,youtube/transcripts-top/crypto-currently/undated-the-moment-of-truth-chA68pD8l-w.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.9
,,dj8PNGjDM9c,https://www.youtube.com/watch?v=dj8PNGjDM9c,It's Time To Pay Attention,youtube/transcripts-top/crypto-currently/undated-it-s-time-to-pay-attention-dj8PNGjDM9c.md,crypto-currently,crypto-currently,ETH,SELL,trim,-30.0,,0.9
,,dj8PNGjDM9c,https://www.youtube.com/watch?v=dj8PNGjDM9c,It's Time To Pay Attention,youtube/transcripts-top/crypto-currently/undated-it-s-time-to-pay-attention-dj8PNGjDM9c.md,crypto-currently,crypto-currently,BTC,ADD,trim,30.0,,0.9
2026-03-11,portfolio,eDEn_xuIFFY,https://www.youtube.com/watch?v=eDEn_xuIFFY,This Can't Be Ignored,youtube/transcripts-top/crypto-currently/undated-this-can-t-be-ignored.md,crypto-currently,crypto-currently,BTC,BUY,small,,Monday morning,0.9
,,eVTXt2UKJYw,https://www.youtube.com/watch?v=eVTXt2UKJYw,When is Altseason?,youtube/transcripts-top/crypto-currently/undated-when-is-altseason.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
,,eVTXt2UKJYw,https://www.youtube.com/watch?v=eVTXt2UKJYw,When is Altseason?,youtube/transcripts-top/crypto-currently/undated-when-is-altseason.md,crypto-currently,crypto-currently,USD,BUY,,,,0.7
,,elYrWn_lbFY,https://www.youtube.com/watch?v=elYrWn_lbFY,We're Almost There,youtube/transcripts-top/crypto-currently/undated-we-re-almost-there-elYrWn_lbFY.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.5
,,gJz67GVoBBE,https://www.youtube.com/watch?v=gJz67GVoBBE,Bitcoin: Bull Market Anxiety,youtube/transcripts-top/crypto-currently/undated-bitcoin-bull-market-anxiety.md,crypto-currently,crypto-currently,BTC,BUY,,-20.0,,0.7
,,gJz67GVoBBE,https://www.youtube.com/watch?v=gJz67GVoBBE,Bitcoin: Bull Market Anxiety,youtube/transcripts-top/crypto-currently/undated-bitcoin-bull-market-anxiety.md,crypto-currently,crypto-currently,USD,BUY,,20.0,,0.7
2025-12-21,portfolio,h_Zk4fDDcSY,https://www.youtube.com/watch?v=h_Zk4fDDcSY,The Relief Rally,youtube/transcripts-top/crypto-currently/2025-12-21-the-relief-rally.md,crypto-currently,crypto-currently,BTC,BUY,trim,,Monday morning,0.7
,,iZRCv_p2DQc,https://www.youtube.com/watch?v=iZRCv_p2DQc,Be Fearful When Others Are Greedy,youtube/transcripts-top/crypto-currently/undated-be-fearful-when-others-are-greedy.md,crypto-currently,crypto-currently,BTC,ROTATE_FROM,,,,0.7
,,j50bNQ621c0,https://www.youtube.com/watch?v=j50bNQ621c0,Bitcoin Has Done This Before,youtube/transcripts-top/crypto-currently/undated-bitcoin-has-done-this-before.md,crypto-currently,crypto-currently,ETH,ROTATE_FROM,,-20.0,,0.7
,,j8S1HwIVaTU,https://www.youtube.com/watch?v=j8S1HwIVaTU,Did Bitcoin Already Bottom?,youtube/transcripts-top/crypto-currently/undated-did-bitcoin-already-bottom.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
2025-10-11,portfolio,jL2T8npCjv4,https://www.youtube.com/watch?v=jL2T8npCjv4,The Full Reset,youtube/transcripts-top/crypto-currently/undated-the-full-reset.md,crypto-currently,crypto-currently,BTC,BUY,trim,,Monday morning,0.8
2025-10-19,portfolio,kGdEwyv5DSI,https://www.youtube.com/watch?v=kGdEwyv5DSI,The Great Rotation,youtube/transcripts-top/crypto-currently/undated-the-great-rotation.md,crypto-currently,crypto-currently,BTC,ROTATE_TO,,,,0.7
2025-11-21,portfolio,lLv4f9Ddqmg,https://www.youtube.com/watch?v=lLv4f9Ddqmg,It's Time,youtube/transcripts-top/crypto-currently/2025-11-21-it-s-time.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
,,lXW8JBRqSsw,https://www.youtube.com/watch?v=lXW8JBRqSsw,It's Still Rising,youtube/transcripts-top/crypto-currently/undated-it-s-still-rising.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
2026-02-08,portfolio,lw-S8VHozeI,https://www.youtube.com/watch?v=lw-S8VHozeI,It's Finally Time,youtube/transcripts-top/crypto-currently/2026-02-08-it-s-finally-time.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.9
,,nviOvyWY3PU,https://www.youtube.com/watch?v=nviOvyWY3PU,This Time Is NOT Different,youtube/transcripts-top/crypto-currently/undated-this-time-is-not-different-nviOvyWY3PU.md,crypto-currently,crypto-currently,BTC,BUY,trim,,Monday morning,0.9
,,nviOvyWY3PU,https://www.youtube.com/watch?v=nviOvyWY3PU,This Time Is NOT Different,youtube/transcripts-top/crypto-currently/undated-this-time-is-not-different-nviOvyWY3PU.md,crypto-currently,crypto-currently,ETH,BUY,trim,,Monday morning,0.9
,,oHRWtuVBxNo,https://www.youtube.com/watch?v=oHRWtuVBxNo,It's Showtime,youtube/transcripts-top/crypto-currently/undated-it-s-showtime.md,crypto-currently,crypto-currently,BTC,SELL,,,,0.9
,,oHRWtuVBxNo,https://www.youtube.com/watch?v=oHRWtuVBxNo,It's Showtime,youtube/transcripts-top/crypto-currently/undated-it-s-showtime.md,crypto-currently,crypto-currently,ETH,SELL,,,,0.9
,,oHRWtuVBxNo,https://www.youtube.com/watch?v=oHRWtuVBxNo,It's Showtime,youtube/transcripts-top/crypto-currently/undated-it-s-showtime.md,crypto-currently,crypto-currently,SOL,SELL,,,,0.9
2026-02-04,portfolio,oRcAif-e84M,https://www.youtube.com/watch?v=oRcAif-e84M,It's Time To Pay Attention,youtube/transcripts-top/crypto-currently/2026-02-04-it-s-time-to-pay-attention.md,crypto-currently,crypto-currently,SOL,SELL,small,-20.0,,0.7
2026-02-04,portfolio,oRcAif-e84M,https://www.youtube.com/watch?v=oRcAif-e84M,It's Time To Pay Attention,youtube/transcripts-top/crypto-currently/2026-02-04-it-s-time-to-pay-attention.md,crypto-currently,crypto-currently,BTC,BUY,large,20.0,,0.9
,,oz6Kl9LLJ14,https://www.youtube.com/watch?v=oz6Kl9LLJ14,This Cycle Is Different,youtube/transcripts-top/crypto-currently/undated-this-cycle-is-different-oz6Kl9LLJ14.md,crypto-currently,crypto-currently,ETH,ADD,trim,,today,0.85
,,pVVK_e_3k5Y,https://www.youtube.com/watch?v=pVVK_e_3k5Y,Don't Get Fooled,youtube/transcripts-top/crypto-currently/undated-don-t-get-fooled.md,crypto-currently,crypto-currently,XRP,BUY,,,,0.7
,,pVVK_e_3k5Y,https://www.youtube.com/watch?v=pVVK_e_3k5Y,Don't Get Fooled,youtube/transcripts-top/crypto-currently/undated-don-t-get-fooled.md,crypto-currently,crypto-currently,DOGE,BUY,,,,0.7
,,pVVK_e_3k5Y,https://www.youtube.com/watch?v=pVVK_e_3k5Y,Don't Get Fooled,youtube/transcripts-top/crypto-currently/undated-don-t-get-fooled.md,crypto-currently,crypto-currently,ADA,BUY,,,,0.7
2025-11-21,portfolio,qXOEY7PD7Gs,https://www.youtube.com/watch?v=qXOEY7PD7Gs,The Bear Market,youtube/transcripts-top/crypto-currently/2025-11-21-the-bear-market.md,crypto-currently,crypto-currently,BTC,BUY,small,,Monday morning,0.9
2025-11-21,portfolio,qXOEY7PD7Gs,https://www.youtube.com/watch?v=qXOEY7PD7Gs,The Bear Market,youtube/transcripts-top/crypto-currently/2025-11-21-the-bear-market.md,crypto-currently,crypto-currently,OTHER:ALTCOINS,SELL,some,,,0.7
,,rdTS3SSLQEY,https://www.youtube.com/watch?v=rdTS3SSLQEY,It's Happening Again,youtube/transcripts-top/crypto-currently/undated-it-s-happening-again-rdTS3SSLQEY.md,crypto-currently,crypto-currently,BTC,ROTATE_TO,,,,0.7
,,rdTS3SSLQEY,https://www.youtube.com/watch?v=rdTS3SSLQEY,It's Happening Again,youtube/transcripts-top/crypto-currently/undated-it-s-happening-again-rdTS3SSLQEY.md,crypto-currently,crypto-currently,ETH,ROTATE_FROM,,,,0.7
,,rqO5T0j_mKc,https://www.youtube.com/watch?v=rqO5T0j_mKc,The Bitcoin Bottom,youtube/transcripts-top/crypto-currently/undated-the-bitcoin-bottom.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.9
,,s28SIrD-muc,https://www.youtube.com/watch?v=s28SIrD-muc,The Mania Phase,youtube/transcripts-top/crypto-currently/undated-the-mania-phase.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.7
,,sG4q3m4DPKw,https://www.youtube.com/watch?v=sG4q3m4DPKw,Don't Make This Mistake,youtube/transcripts-top/crypto-currently/undated-don-t-make-this-mistake-sG4q3m4DPKw.md,crypto-currently,crypto-currently,BTC,SELL,trim,-10.0,,0.9
,,sN0K0nlze_c,https://www.youtube.com/watch?v=sN0K0nlze_c,The ONLY Bitcoin Chart You'll Ever Need,youtube/transcripts-top/crypto-currently/undated-the-only-bitcoin-chart-you-ll-ever-need.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.5
,,sTcCmynYwqQ,https://www.youtube.com/watch?v=sTcCmynYwqQ,The Final Shakeout,youtube/transcripts-top/crypto-currently/undated-the-final-shakeout.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.9
,,sTcCmynYwqQ,https://www.youtube.com/watch?v=sTcCmynYwqQ,The Final Shakeout,youtube/transcripts-top/crypto-currently/undated-the-final-shakeout.md,crypto-currently,crypto-currently,ETH,BUY,,,,0.9
,,scwf9VRfSFM,https://www.youtube.com/watch?v=scwf9VRfSFM,We are so Back,youtube/transcripts-top/crypto-currently/undated-we-are-so-back.md,crypto-currently,crypto-currently,ETH,SELL,trim,,,0.7
2026-02-11,portfolio,sdarW8e4Esk,https://www.youtube.com/watch?v=sdarW8e4Esk,It's Ready,youtube/transcripts-top/crypto-currently/2026-02-11-it-s-ready.md,crypto-currently,crypto-currently,BTC,BUY,some,,Monday morning,0.7
,,t7iZy-ylJ6s,https://www.youtube.com/watch?v=t7iZy-ylJ6s,Don't Mess This Up,youtube/transcripts-top/crypto-currently/undated-don-t-mess-this-up-t7iZy-ylJ6s.md,crypto-currently,crypto-currently,OTHER:BTC|ETH|SOL,SELL,small,-2.0,,0.7
,,tHYPgvctwiE,https://www.youtube.com/watch?v=tHYPgvctwiE,The Stage is Set,youtube/transcripts-top/crypto-currently/undated-the-stage-is-set.md,crypto-currently,crypto-currently,SOL,ROTATE_FROM,,,,0.7
,,tbH_l4qIpcw,https://www.youtube.com/watch?v=tbH_l4qIpcw,This Time Is NOT Different,youtube/transcripts-top/crypto-currently/undated-this-time-is-not-different-tbH_l4qIpcw.md,crypto-currently,crypto-currently,BTC,BUY,,,,0.8
